id,name,now_cost,position,team,goals_scored,minutes,points_per_game_rank_type,transfers_in_event,web_name,assists,bps,status,ict_index,cost_change_event,penalties_order,news,points_per_game_rank,expected_goals_conceded,cost_change_start_fall,total_points,transfers_out,red_cards,starts,cost_change_event_fall,expected_assists,now_cost_rank_type,selected_rank,expected_goal_involvements_per_90,goals_conceded_per_90,expected_goal_involvements,bonus,threat_rank_type,creativity_rank,expected_goals_conceded_per_90,news_added,creativity,dreamteam_count,form_rank_type,corners_and_indirect_freekicks_order,selected_rank_type,cost_change_start,influence_rank,starts_per_90,region,threat_rank,influence_rank_type,saves_per_90,clean_sheets,goals_conceded,ict_index_rank,saves,form,expected_goals_per_90,chance_of_playing_this_round,yellow_cards,clean_sheets_per_90,penalties_missed,value_form,direct_freekicks_order,penalties_saved,chance_of_playing_next_round,expected_goals,expected_assists_per_90,selected_by_percent,in_dreamteam,threat,ep_this,ict_index_rank_type,value_season,own_goals,ep_next,points_per_game,now_cost_rank,event_points,influence,transfers_in,transfers_out_event,creativity_rank_type,form_rank
48,John McGinn,52,MID,Aston Villa,0,506,112,1094,McGinn,0,59,a,14.9,0,,,254,6.09,3,14,197763,0,7,0,0.65,103,217,0.22,1.42,1.23,0,112,153,1.08,2024-09-21T20:30:05.276348Z,78.0,0,87,,70,-3,336,1.25,243.0,196,156,0.0,2,8,260,0,1.7,0.1,100.0,2,0.36,0,0.3,,0,100.0,0.58,0.12,0.8,False,46.0,1.2,126,2.7,0,0.7,1.8,168,2,23.8,53067,1331,102,182
49,Tyrone Mings,44,DEF,Aston Villa,0,0,202,328,Mings,0,0,a,0.0,0,,,540,0.00,1,0,5990,0,0,0,0.00,95,495,0.0,0.0,0.00,0,197,524,0.0,2024-08-05T15:00:04.309727Z,0.0,0,192,,180,-1,533,0.0,241.0,498,204,0.0,0,0,536,0,0.0,0.0,100.0,0,0.0,0,0.0,,0,100.0,0.00,0.0,0.1,False,0.0,-0.5,204,0.0,0,-1.0,0.0,489,0,0.0,2983,190,203,474
50,Kosta Nedeljković,40,DEF,Aston Villa,0,93,118,210,Nedeljkovic,0,13,a,2.9,0,,,348,1.84,0,3,169857,0,0,0,0.02,210,192,0.02,1.94,0.02,0,175,357,1.78,,6.3,0,165,,73,0,341,0.0,190.0,461,121,0.0,0,2,375,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.02,1.2,False,0.0,-0.5,126,0.8,0,-1.0,1.0,663,0,22.2,236749,2780,117,434
51,Robin Olsen,45,GKP,Aston Villa,0,0,70,76,Olsen,0,0,a,0.0,0,,,557,0.00,0,0,7222,0,0,0,0.00,14,439,0.0,0.0,0.00,0,56,549,0.0,2024-10-18T16:30:05.894923Z,0.0,0,68,,62,0,550,0.0,206.0,525,70,0.0,0,0,553,0,0.0,0.0,100.0,0,0.0,0,0.0,,0,100.0,0.00,0.0,0.1,False,0.0,-0.5,70,0.0,0,-1.0,0.0,363,0,0.0,4056,152,63,498
52,Pau Torres,45,DEF,Aston Villa,0,900,83,1223,Pau,0,91,a,19.8,0,,,250,11.42,0,18,165891,0,10,0,0.16,74,147,0.04,1.5,0.33,0,65,236,1.14,,41.2,0,58,,53,0,153,1.0,200.0,236,63,0.0,1,15,226,0,1.3,0.02,,1,0.1,0,0.3,,0,,0.17,0.02,1.8,False,27.0,0.8,71,4.0,0,0.3,1.8,388,0,130.2,200793,6053,68,202
53,Jacob Ramsey,54,MID,Aston Villa,0,587,82,674,Ramsey,2,114,a,32.7,0,,,185,8.61,1,21,47587,0,6,0,1.16,79,300,0.27,1.99,1.73,0,63,98,1.32,2024-10-02T23:30:05.314520Z,121.2,0,50,,99,-1,196,0.92,241.0,95,78,0.0,0,13,126,0,2.7,0.09,100.0,1,0.0,0,0.5,,0,100.0,0.57,0.18,0.3,False,104.0,2.2,74,3.9,0,1.7,2.3,134,2,99.4,42302,1030,71,118
54,Morgan Rogers,54,MID,Aston Villa,3,809,14,30481,Rogers,2,143,d,59.2,0,,Knock - 75% chance of playing,35,8.97,-4,44,873427,0,10,0,1.44,81,15,0.42,1.11,3.76,5,20,49,1.0,2024-11-04T00:00:07.298201Z,174.9,1,10,,7,4,61,1.11,241.0,33,19,0.0,1,10,37,0,5.3,0.26,,2,0.11,0,1.0,,0,75.0,2.32,0.16,22.2,False,208.0,4.8,26,8.1,0,3.2,4.4,136,9,207.0,2332592,56087,42,26
55,Viljami Sinisalo,40,GKP,Aston Villa,0,0,46,0,Sinisalo,0,0,u,0.0,0,,Permanent transfer to Celtic,478,0.00,0,0,58,0,0,0,0.00,57,670,0.0,0.0,0.00,0,19,457,0.0,2024-07-18T09:43:21.242291Z,0.0,0,38,,72,0,472,0.0,,419,46,0.0,0,0,475,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,46,0.0,0,0.0,0.0,618,0,0.0,0,0,27,391
56,Lino da Cruz Sousa,40,DEF,Aston Villa,0,0,175,0,Sousa,0,0,u,0.0,0,,Loaned to  Bristol Rovers,503,0.00,0,0,16554,0,0,0,0.00,197,471,0.0,0.0,0.00,0,162,482,0.0,2024-08-16T11:50:34.812830Z,0.0,0,152,,172,0,496,0.0,,446,177,0.0,0,0,499,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.1,False,0.0,0.0,177,0.0,0,0.0,0.0,648,0,0.0,0,99,176,419
57,Youri Tielemans,55,MID,Aston Villa,0,883,37,2356,Tielemans,3,204,a,62.3,0,,,93,11.21,0,33,143799,0,10,0,2.26,69,170,0.29,1.43,2.80,5,99,6,1.14,,341.2,0,24,1.0,52,0,48,1.02,21.0,165,15,0.0,1,14,32,0,3.7,0.06,,2,0.1,0,0.7,,0,,0.54,0.23,1.5,False,59.0,3.2,23,6.0,0,2.7,3.3,113,2,223.0,196280,6575,5,62
58,Ollie Watkins,90,FWD,Aston Villa,5,776,6,15647,Watkins,2,177,a,65.1,-1,2.0,,14,8.95,0,53,2760216,0,10,1,0.56,2,10,0.61,1.28,5.34,7,4,116,1.04,2024-09-04T10:00:05.026467Z,107.1,2,16,,2,0,57,1.16,241.0,9,7,0.0,4,11,26,0,4.0,0.55,100.0,0,0.46,0,0.4,,0,100.0,4.78,0.06,26.0,False,334.0,3.5,7,5.9,0,3.0,5.3,8,2,214.6,1941733,140014,8,57
233,Amadou Onana,50,MID,Aston Villa,2,631,41,3342,Onana,0,133,a,36.3,0,,,101,9.64,0,29,1077535,0,9,0,0.19,147,70,0.23,1.71,1.62,5,40,168,1.37,2024-10-02T23:30:05.433384Z,67.4,0,103,,21,0,111,1.28,21.0,70,39,0.0,1,12,100,0,1.3,0.2,100.0,3,0.14,0,0.3,,0,100.0,1.43,0.03,5.7,False,135.0,0.8,62,5.8,0,0.3,3.2,227,2,159.0,1411232,27121,109,214
569,Jaden Philogene,53,MID,Aston Villa,0,171,217,64,Jaden,0,10,a,2.3,0,,,432,2.56,2,4,7089,1,1,0,0.05,95,527,0.15,1.05,0.28,0,157,362,1.35,2024-10-19T16:30:07.135033Z,4.9,0,306,,209,-2,402,0.53,241.0,288,195,0.0,1,2,390,0,-0.3,0.12,100.0,1,0.53,0,-0.1,,0,100.0,0.23,0.03,0.0,False,15.0,-0.8,193,0.8,0,-1.3,0.7,159,1,7.2,1934,73,198,671
598,Lamare Bogarde,40,DEF,Aston Villa,0,168,117,154,Bogarde,0,6,a,4.4,0,,,347,1.30,0,2,31316,0,2,0,0.08,199,298,0.04,1.61,0.08,0,164,307,0.7,,15.5,0,154,,110,0,329,1.07,152.0,448,119,0.0,0,3,357,0,0.0,0.0,,1,0.0,0,0.0,,0,,0.00,0.04,0.3,False,0.0,-0.5,117,0.5,0,-1.0,1.0,650,0,28.8,48657,835,97,421
640,Sil Swinkels,40,DEF,Aston Villa,0,0,174,97,Swinkels,0,0,a,0.0,0,,,502,0.00,0,0,3357,0,0,0,0.00,196,478,0.0,0.0,0.00,0,161,481,0.0,,0.0,0,151,,177,0,495,0.0,152.0,445,176,0.0,0,0,498,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.1,False,0.0,-0.5,176,0.0,0,-1.0,0.0,647,0,0.0,6320,155,175,418
641,Oliwier Zych,40,GKP,Aston Villa,0,0,59,2404,Zych,0,0,a,0.0,0,,,505,0.00,0,0,19495,0,0,0,0.00,71,225,0.0,0.0,0.00,0,33,484,0.0,,0.0,0,52,,32,0,498,0.0,172.0,449,59,0.0,0,0,501,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.7,False,0.0,-0.5,59,0.0,0,-1.0,0.0,651,0,0.0,73682,1183,41,422
656,Kadan Young,45,MID,Aston Villa,0,0,270,794,Young,0,0,a,0.0,0,,,608,0.00,0,0,19797,0,0,0,0.00,279,331,0.0,0.0,0.00,0,258,601,0.0,,0.0,0,231,,112,0,601,0.0,241.0,581,263,0.0,0,0,604,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.3,False,0.0,-0.5,266,0.0,0,-1.0,0.0,450,0,0.0,38942,1186,269,554
59,Max Aarons,43,DEF,Bournemouth,0,0,197,160,Aarons,0,0,a,0.0,0,,,530,0.00,2,0,17048,0,0,0,0.00,139,383,0.0,0.0,0.00,0,190,511,0.0,,0.0,0,185,,137,-2,523,0.0,241.0,482,199,0.0,0,0,526,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.2,False,0.0,-1.0,199,0.0,0,0.0,0.0,555,0,0.0,7024,267,198,459
60,Tyler Adams,49,MID,Bournemouth,0,33,222,162,Adams,0,4,a,2.2,0,,,442,0.97,1,1,973,0,0,0,0.01,174,620,0.03,2.73,0.01,0,281,336,2.65,2024-07-21T20:00:04.554690Z,10.4,0,160,,272,-1,379,0.0,229.0,621,180,0.0,0,1,394,0,0.3,0.0,100.0,1,0.0,0,0.1,,0,100.0,0.00,0.03,0.0,False,0.0,-0.7,196,0.2,0,0.3,0.5,266,0,11.0,1085,65,189,332
61,Jaidon Anthony,45,MID,Bournemouth,0,0,239,0,Anthony,0,0,u,0.0,0,,Season long loan to Burnley,571,0.00,0,0,40655,0,0,0,0.00,238,403,0.0,0.0,0.00,0,226,563,0.0,2024-08-30T09:46:29.420148Z,0.0,0,196,,143,0,564,0.0,,540,232,0.0,0,0,567,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.2,False,0.0,0.0,235,0.0,0,0.0,0.0,395,0,0.0,8381,303,238,512
62,David Brooks,49,MID,Bournemouth,0,30,190,45,Brooks,0,17,a,3.0,0,,,389,0.94,1,3,1381,0,0,0,0.26,164,612,1.08,3.0,0.36,0,192,306,2.82,2024-08-12T14:30:04.440536Z,15.6,0,137,,268,-1,382,0.0,244.0,353,183,0.0,0,1,374,0,0.7,0.3,100.0,0,0.0,0,0.1,,0,100.0,0.10,0.78,0.0,False,4.0,-0.3,182,0.6,0,0.7,1.0,254,1,10.6,1214,41,176,290
63,Ryan Christie,49,MID,Bournemouth,1,625,85,689,Christie,0,125,a,30.4,0,,,201,8.54,1,22,21283,0,8,0,0.29,167,373,0.09,1.15,0.66,0,93,103,1.23,,118.2,0,31,4.0,133,-1,165,1.15,243.0,154,60,0.0,3,8,149,0,3.3,0.05,,4,0.43,0,0.7,,0,,0.37,0.04,0.2,False,63.0,2.3,84,4.5,0,3.3,2.2,259,2,121.6,16172,561,76,74
64,Lewis Cook,50,MID,Bournemouth,1,893,45,2550,Cook,2,174,a,51.6,0,,,110,12.90,0,31,19845,0,10,0,1.32,123,325,0.16,1.21,1.65,2,101,28,1.3,,233.3,0,60,1.0,109,0,46,1.01,241.0,169,14,0.0,1,12,49,0,2.3,0.03,,3,0.1,0,0.5,,0,,0.33,0.13,0.3,False,57.0,1.3,32,6.2,0,2.3,3.1,196,2,225.2,35395,1126,24,130
65,Enes Ünal,54,FWD,Bournemouth,0,134,40,225,Enes Ünal,0,14,a,8.5,0,,,403,2.98,1,7,6682,0,1,0,0.08,37,514,0.49,1.34,0.74,0,33,271,2.0,2024-08-12T14:30:04.450058Z,27.3,0,32,,66,-1,375,0.67,219.0,184,36,0.0,1,2,314,0,1.0,0.44,100.0,1,0.67,0,0.2,4.0,0,100.0,0.66,0.05,0.0,False,51.0,0.0,34,1.3,0,1.0,1.0,131,1,12.2,6905,285,30,248
66,Romain Faivre,50,MID,Bournemouth,0,0,293,0,Faivre,0,0,u,0.0,0,,Loaned to Brest,645,0.00,0,0,1389,0,0,0,0.00,145,640,0.0,0.0,0.00,0,291,642,0.0,2024-08-20T12:15:06.505689Z,0.0,0,276,,284,0,644,0.0,,640,292,0.0,0,0,645,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,293,0.0,0,0.0,0.0,225,0,0.0,23,4,293,618
67,Hamed Traorè,45,MID,Bournemouth,0,0,238,0,H.Traorè,0,0,u,0.0,0,,Season long loan to A.J.Auxerre,570,0.00,0,0,17191,0,0,0,0.00,237,484,0.0,0.0,0.00,0,225,562,0.0,2024-08-29T11:07:43.785266Z,0.0,0,195,,181,0,563,0.0,,539,231,0.0,0,0,566,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.1,False,0.0,0.0,234,0.0,0,0.0,0.0,391,0,0.0,3525,99,237,511
68,James Hill,40,DEF,Bournemouth,0,0,166,291,Hill,0,0,a,0.0,0,,,489,0.00,0,0,22871,0,0,0,0.00,186,290,0.0,0.0,0.00,0,153,469,0.0,,0.0,0,142,,108,0,483,0.0,241.0,432,169,0.0,0,0,486,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.4,False,0.0,-1.0,169,0.0,0,0.0,0.0,632,0,0.0,17956,702,168,404
69,Daniel Jebbison,45,FWD,Bournemouth,0,26,36,0,Jebbison,0,7,u,1.6,0,,Loaned to Watford,367,0.34,0,2,423427,0,0,0,0.00,69,167,0.0,0.0,0.00,0,43,333,1.18,2024-08-31T06:32:40.630710Z,10.6,0,44,,32,0,421,0.0,,368,41,0.0,0,0,408,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,1.5,False,2.0,0.0,43,0.4,0,0.0,1.0,442,0,3.2,380085,5976,37,546
70,Milos Kerkez,44,DEF,Bournemouth,0,837,35,35565,Kerkez,2,115,a,34.2,0,,,127,12.87,1,29,48780,0,10,0,0.75,118,219,0.1,1.29,0.93,3,56,67,1.38,2024-10-16T12:30:06.628105Z,146.1,1,3,,82,-1,114,1.08,98.0,216,42,0.0,1,12,113,0,6.3,0.02,100.0,2,0.11,0,1.4,,0,100.0,0.18,0.08,0.8,False,37.0,5.3,26,6.6,0,6.3,2.9,527,10,158.0,78976,992,14,9
71,Justin Kluivert,53,MID,Bournemouth,1,547,62,5562,Kluivert,2,82,a,44.2,0,1.0,,147,7.64,2,28,42012,0,7,0,0.76,94,281,0.45,0.99,2.68,2,24,73,1.26,,142.0,1,9,,90,-2,176,1.15,152.0,41,66,0.0,4,6,68,0,5.3,0.32,,4,0.66,0,1.0,,0,,1.92,0.13,0.4,False,186.0,4.3,42,5.3,0,5.3,2.8,158,3,114.2,34859,1221,55,25
72,Chris Mepham,44,DEF,Bournemouth,0,0,206,0,Mepham,0,0,u,0.0,0,,On loan to Sunderland for the season,544,0.00,1,0,5671,0,0,0,0.00,109,557,0.0,0.0,0.00,0,201,531,0.0,2024-09-01T09:10:00.945219Z,0.0,0,198,,195,-1,537,0.0,,504,208,0.0,0,0,540,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,208,0.0,0,0.0,0.0,507,0,0.0,287,27,207,482
74,Dango Ouattara,50,MID,Bournemouth,1,412,59,5,O.Dango,1,96,d,30.2,0,,Muscle injury - 25% chance of playing,144,5.90,0,22,3773,0,4,0,0.89,156,563,0.55,0.87,2.55,1,60,154,1.29,2024-11-01T16:30:07.369192Z,77.5,0,84,,231,0,175,0.87,35.0,91,65,0.0,1,4,150,0,1.7,0.36,25.0,0,0.22,0,0.3,,0,25.0,1.66,0.19,0.0,False,108.0,0.2,85,4.4,0,0.4,2.8,240,0,115.4,3026,196,103,179
75,Alex Paulsen,40,GKP,Bournemouth,0,0,57,0,Paulsen,0,0,u,0.0,0,,Loaned to Auckland FC,495,0.00,0,0,2078,0,0,0,0.00,69,564,0.0,0.0,0.00,0,31,475,0.0,2024-08-10T12:14:13.050842Z,0.0,0,50,,68,0,489,0.0,,438,57,0.0,0,0,492,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,57,0.0,0,0.0,0.0,639,0,0.0,0,32,39,410
76,Philip Billing,48,MID,Bournemouth,0,21,187,60,Philip,0,5,a,1.4,0,,,383,0.58,2,2,7148,0,0,0,0.09,202,507,0.39,4.29,0.09,0,191,364,2.49,2024-08-29T09:30:04.570455Z,4.7,0,253,,196,-2,407,0.0,58.0,351,198,0.0,0,1,415,0,0.0,0.0,100.0,0,0.0,0,0.0,3.0,0,100.0,0.00,0.39,0.1,False,4.0,-1.0,203,0.4,0,0.0,1.0,302,0,5.2,4098,156,199,584
77,Alex Scott,48,MID,Bournemouth,0,258,143,9,Scott,0,54,i,15.8,0,,Knee injury - Unknown return date,299,3.67,2,11,4812,0,2,0,0.17,218,538,0.1,1.05,0.29,0,145,178,1.28,2024-10-25T09:00:05.962917Z,65.5,0,118,,215,-2,246,0.7,241.0,256,107,0.0,1,3,252,0,1.0,0.04,0.0,0,0.35,0,0.2,,0,0.0,0.12,0.06,0.0,False,21.0,0.0,120,2.3,0,0.0,1.4,329,0,71.0,2190,135,114,241
78,Antoine Semenyo,56,MID,Bournemouth,4,877,15,127032,Semenyo,1,173,a,77.5,0,,,36,12.75,-1,44,893723,0,10,0,1.74,66,53,0.52,1.23,5.07,4,4,43,1.31,,186.7,1,21,,14,1,34,1.03,81.0,7,10,0.0,1,12,12,0,4.3,0.34,,4,0.1,0,0.8,,0,,3.33,0.18,8.4,False,352.0,3.3,9,7.9,0,4.3,4.4,109,10,239.8,1602360,8162,36,52
79,Marcos Senesi,48,DEF,Bournemouth,0,706,53,5512,Senesi,0,86,a,27.2,0,,,173,9.72,2,19,75929,0,8,0,0.40,35,233,0.07,1.02,0.52,3,77,188,1.24,,60.8,1,16,,85,-2,74,1.02,10.0,262,24,0.0,1,8,168,0,4.3,0.02,,3,0.13,0,0.9,,0,,0.12,0.05,0.7,False,20.0,3.3,45,4.0,0,4.3,2.4,309,2,189.0,39972,1332,48,47
80,Luis Sinisterra,50,MID,Bournemouth,1,203,74,11,Sinisterra,1,75,i,37.2,0,,Knock - Unknown return date,175,3.48,0,19,68435,0,1,0,0.91,135,338,0.88,1.33,2.00,2,28,128,1.54,2024-10-25T09:00:05.974870Z,96.3,1,167,,118,0,199,0.44,48.0,46,80,0.0,0,3,96,0,0.3,0.48,0.0,0,0.0,0,0.1,,0,0.0,1.09,0.4,0.2,False,177.0,0.0,58,3.8,0,0.0,2.4,213,0,98.4,68040,2192,93,339
81,Adam Smith,45,DEF,Bournemouth,0,521,81,533,Smith,0,61,a,12.1,0,,,248,6.56,0,18,17207,0,5,0,0.04,54,371,0.11,0.86,0.64,0,112,220,1.13,,47.1,0,56,,131,0,252,0.86,241.0,333,93,0.0,1,5,283,0,1.3,0.1,,2,0.17,0,0.3,,0,,0.60,0.01,0.2,False,6.0,0.3,94,4.0,0,1.3,1.8,356,2,68.2,15041,318,57,200
83,Marcus Tavernier,55,MID,Bournemouth,1,778,42,1720,Tavernier,2,127,a,70.4,0,,,102,10.41,0,32,53483,0,9,0,1.13,71,294,0.42,1.27,3.65,2,18,11,1.2,,312.9,0,52,2.0,97,0,84,1.04,241.0,31,26,0.0,2,11,16,0,2.7,0.29,,2,0.23,0,0.5,2.0,0,,2.52,0.13,0.3,False,213.0,1.7,12,5.8,0,2.7,3.2,116,2,178.0,63338,1291,10,120
84,Mark Travers,44,GKP,Bournemouth,0,270,13,1639,Travers,0,38,a,9.4,0,,,86,4.15,1,10,9313,0,3,0,0.01,28,391,0.0,1.0,0.01,1,52,533,1.38,,0.0,0,11,,56,-1,204,1.0,104.0,506,22,4.0,0,3,308,12,2.7,0.0,,0,0.0,0,0.6,,0,,0.00,0.0,0.2,False,0.0,1.7,22,2.3,0,2.7,3.3,511,3,94.6,6989,293,59,108
85,Illia Zabarnyi,44,DEF,Bournemouth,0,900,63,746,Zabarnyi,0,107,a,19.2,0,,,195,13.16,1,22,34018,0,10,0,0.11,117,285,0.04,1.2,0.41,0,93,292,1.32,,18.5,0,19,,105,-1,112,1.0,225.0,291,41,0.0,1,12,231,0,3.3,0.03,,0,0.1,0,0.7,,0,,0.30,0.01,0.4,False,14.0,2.3,73,5.0,0,3.3,2.2,522,2,158.6,26264,612,90,70
152,Kepa Arrizabalaga,45,GKP,Bournemouth,0,450,12,73,Arrizabalaga,0,65,i,13.8,0,,Muscle injury - Unknown return date,76,6.10,0,17,77431,0,5,0,0.00,13,236,0.0,1.4,0.00,0,55,548,1.22,2024-10-26T20:00:07.229572Z,0.0,0,15,,33,0,142,1.0,200.0,524,19,3.8,1,7,269,19,2.0,0.0,0.0,0,0.2,0,0.4,,0,0.0,0.00,0.0,0.6,False,0.0,0.0,20,3.8,0,0.0,3.4,361,0,138.2,96828,4623,62,147
580,Dean Huijsen,43,DEF,Bournemouth,0,194,126,49,Huijsen,0,13,a,7.7,0,,,356,4.07,2,4,7715,0,2,0,0.01,150,454,0.02,1.86,0.05,0,115,259,1.89,,31.4,0,106,,163,-2,306,0.93,200.0,344,106,0.0,0,4,322,0,0.3,0.02,,1,0.0,0,0.1,,0,,0.04,0.0,0.1,False,4.0,-0.7,105,0.9,0,0.3,1.0,569,1,41.2,2858,121,77,315
592,Julián Araujo Zúñiga,44,DEF,Bournemouth,0,346,128,117,J.Araujo,0,8,a,4.9,0,,,360,6.59,1,7,16222,0,5,0,0.04,116,370,0.01,1.82,0.04,0,125,348,1.71,,7.9,0,110,,130,-1,313,1.3,139.0,363,109,0.0,0,7,353,0,0.3,0.0,,1,0.0,0,0.1,,0,,0.00,0.01,0.2,False,2.0,-0.7,115,1.6,0,0.3,1.0,519,0,38.0,10200,397,112,320
599,Will Dennis,40,GKP,Bournemouth,0,0,50,297,Dennis,0,0,a,0.0,0,,,483,0.00,0,0,16871,0,0,0,0.00,62,273,0.0,0.0,0.00,0,24,463,0.0,,0.0,0,43,,42,0,477,0.0,241.0,426,50,0.0,0,0,480,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.4,False,0.0,-1.0,50,0.0,0,0.0,0.0,625,0,0.0,30766,639,32,398
617,Francisco Evanilson de Lima Barbosa,59,FWD,Bournemouth,3,616,16,24770,Evanilson,1,134,a,39.7,0,2.0,,49,7.58,1,37,96037,0,8,0,0.59,26,221,0.53,1.17,3.60,7,14,179,1.11,,64.8,0,3,,38,-1,157,1.17,30.0,35,17,0.0,4,8,86,0,6.7,0.44,,0,0.58,1,1.1,,0,,3.01,0.09,0.8,False,207.0,5.7,17,6.3,0,6.7,4.1,88,7,127.0,165162,1824,21,7
86,Kristoffer Ajer,44,DEF,Brentford,0,637,135,28,Ajer,0,23,d,15.9,-1,,Foot injury - 75% chance of playing,416,11.94,1,7,41803,0,8,1,0.10,98,311,0.05,1.7,0.38,0,49,238,1.69,2024-10-26T20:00:07.058865Z,40.6,0,193,,113,-1,245,1.13,161.0,192,91,0.0,0,12,251,0,0.0,0.04,75.0,3,0.0,0,0.0,,0,75.0,0.28,0.01,0.3,False,47.0,0.0,84,1.6,0,0.0,0.9,493,0,71.8,30411,1029,69,475
87,Ethan Brierley,45,MID,Brentford,0,0,255,117,Brierley,0,0,a,0.0,0,,,592,0.00,0,0,8917,0,0,0,0.00,257,456,0.0,0.0,0.00,0,242,585,0.0,2024-09-10T11:15:13.439596Z,0.0,0,214,,168,0,585,0.0,,564,248,0.0,0,0,588,0,0.0,0.0,100.0,0,0.0,0,0.0,,0,100.0,0.00,0.0,0.1,False,0.0,0.0,251,0.0,0,0.0,0.0,426,0,0.0,8538,224,254,535
88,Nathan Collins,45,DEF,Brentford,1,900,39,5544,Collins,3,112,a,50.3,0,,,139,17.12,0,28,144649,0,10,0,0.34,75,125,0.2,2.0,2.07,1,4,253,1.71,,35.1,1,70,,47,0,10,1.0,104.0,56,3,0.0,0,20,50,0,1.0,0.17,,1,0.0,0,0.2,,0,,1.73,0.03,2.4,False,160.0,1.0,7,6.2,0,1.0,2.8,392,1,307.8,324339,4819,74,234
89,Mikkel Damsgaard,50,MID,Brentford,0,699,40,5662,Damsgaard,3,158,a,54.5,0,,,100,12.73,0,32,21389,0,8,0,1.76,144,240,0.32,1.55,2.49,3,73,19,1.64,2024-10-12T11:00:07.165630Z,259.9,0,34,1.0,77,0,73,1.03,58.0,112,24,0.0,2,12,42,0,3.3,0.09,100.0,0,0.26,0,0.7,3.0,0,100.0,0.73,0.23,0.6,False,93.0,3.3,30,6.4,0,3.3,3.2,224,3,191.0,75252,3120,15,80
90,Josh Dasilva,48,MID,Brentford,0,0,282,3,Dasilva,0,0,i,0.0,0,,Knee injury - Unknown return date,627,0.00,2,0,899,0,0,0,0.00,203,652,0.0,0.0,0.00,0,276,621,0.0,2024-08-12T14:30:04.460316Z,0.0,0,254,,291,-2,624,0.0,241.0,608,280,0.0,0,0,625,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,281,0.0,0,0.0,0.0,304,0,0.0,203,7,282,585
91,Mark Flekken,45,GKP,Brentford,0,900,21,12215,Flekken,0,152,a,42.8,0,,,138,17.12,0,28,650739,0,10,0,0.02,15,32,0.0,2.0,0.02,0,57,417,1.71,,0.1,0,10,,5,0,1,1.0,152.0,526,1,5.4,0,20,72,54,3.0,0.0,,0,0.0,0,0.7,,0,,0.00,0.0,12.3,False,0.0,3.0,1,6.2,0,3.0,2.8,364,4,429.6,871702,10086,8,85
92,Rico Henry,43,DEF,Brentford,0,0,196,10,Henry,0,0,d,0.0,0,,Lack of match fitness - 25% chance of playing,529,0.00,2,0,5826,0,0,0,0.00,134,555,0.0,0.0,0.00,0,188,510,0.0,2024-08-12T14:30:04.471299Z,0.0,0,183,,194,-2,522,0.0,241.0,480,198,0.0,0,0,525,0,0.0,0.0,25.0,0,0.0,0,0.0,,0,25.0,0.00,0.0,0.0,False,0.0,0.0,198,0.0,0,0.0,0.0,550,0,0.0,879,52,197,457
93,Aaron Hickey,43,DEF,Brentford,0,0,199,13,Hickey,0,0,i,0.0,-1,,Hamstring injury - Unknown return date,534,0.00,2,0,2457,0,0,1,0.00,144,614,0.0,0.0,0.00,0,193,515,0.0,2024-08-12T14:30:04.480785Z,0.0,0,187,,206,-2,527,0.0,243.0,487,201,0.0,0,0,530,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,201,0.0,0,0.0,0.0,562,0,0.0,316,16,200,463
94,Vitaly Janelt,49,MID,Brentford,1,814,35,3248,Janelt,2,180,a,32.7,0,,,88,14.41,1,33,21174,0,10,0,0.74,176,335,0.11,1.99,1.02,2,114,106,1.59,,116.3,0,7,,115,-1,102,1.11,80.0,198,35,0.0,1,18,125,0,5.3,0.03,,1,0.11,0,1.1,,0,,0.28,0.08,0.2,False,44.0,5.3,73,6.7,0,5.3,3.3,268,9,165.4,27161,623,78,23
